name,source,assaytype,SHAP,description,value,pred,influence,smiles,SHAP contribution to Toxicity,compound
8,Diverse DILI A,Heterogenous Data ,0.0010029967415521365,Large-scale and diverse ddrug induced liver injury dataset,0.4670654893423071,False,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
11,Diverse DILI C,Heterogenous Data ,0.004227175824909635,"Transient liver function abnormalities, adverse hepatic effects",0.7046726178348074,True,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
14,BESP,Mechanisms of Liver Toxicity,0.00046560328955844355,BESP Bile Salt Export Pump Inhibition,0.4762949735449731,False,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
15,Mitotox,Mechanisms of Liver Toxicity,0.0073620594200612165,Mitotox ,0.24122427527043167,False,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.0012313372238414964,Reactive Metabolite Formation,0.04932732517836202,False,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.002538491855554638,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.20255049537861275,False,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Negative,Trovafloxacin
3,Human hepatotoxicity,Human hepatotoxicity,0.008057587036557337,"Human hepatotoxicity, hepatobiallry",0.6933158229030165,True,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Positive,Ximelagatran
7,Preclinical hepatotoxicity,Animal hepatotoxicity,0.007297446837004568,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.693367877492878,True,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Positive,Ximelagatran
11,Diverse DILI C,Heterogenous Data ,0.004716905962465795,"Transient liver function abnormalities, adverse hepatic effects",0.5660298279946392,True,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Positive,Ximelagatran
14,BESP,Mechanisms of Liver Toxicity,0.00032838742366163694,BESP Bile Salt Export Pump Inhibition,0.7879775132275131,True,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Positive,Ximelagatran
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.0016586623598302997,Reactive Metabolite Formation,0.06835369977277408,False,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Positive,Ximelagatran
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.002690641753862383,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.13662359855695208,False,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Negative,Ximelagatran
6,Animal hepatotoxicity B,Animal hepatotoxicity,-0.0008044217759635957,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.2409914106590315,False,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Negative,Ximelagatran
8,Diverse DILI A,Heterogenous Data ,-0.0009766285204136289,Large-scale and diverse ddrug induced liver injury dataset,0.3756600390455209,False,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Negative,Ximelagatran
15,Mitotox,Mechanisms of Liver Toxicity,-0.004818749485272975,Mitotox ,0.045314970030035304,False,,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,Negative,Ximelagatran
